iter	Logloss
277	0.3101278452
278	0.3097177285
279	0.3087622569
280	0.3080829474
281	0.3074364295
282	0.3067774773
283	0.3060401403
284	0.3054432502
285	0.3045057333
286	0.3038549423
287	0.303366551
288	0.3027021518
289	0.3019283185
290	0.3013570492
291	0.3007692557
292	0.3002121082
293	0.2997775445
294	0.2991164648
295	0.2986312463
296	0.2980296062
297	0.2973845555
298	0.2968295904
299	0.2962700954
300	0.2955932617
301	0.2949136404
302	0.2941744328
303	0.2935027709
304	0.2927284424
305	0.2920280603
306	0.2915069507
307	0.2909321968
308	0.2902776645
309	0.289661921
310	0.2891201056
311	0.2887301445
312	0.2883124902
313	0.287745109
314	0.2872155996
315	0.2864883313
316	0.2860238735
317	0.2855897683
318	0.2851774142
319	0.2844855969
320	0.2840680709
321	0.283184345
322	0.2825692434
323	0.2819319505
324	0.2814563605
325	0.2806871121
326	0.2798986435
327	0.2796211609
328	0.2789812822
329	0.278373865
330	0.2781045253
331	0.2775248014
332	0.2771318876
333	0.2766183706
334	0.2759858462
335	0.2751684556
336	0.2748076366
337	0.2744316321
338	0.2739862662
339	0.2736197985
340	0.2732640046
341	0.2727760352
342	0.2723495777
343	0.2717938423
344	0.2710847488
345	0.2705356708
346	0.2699330953
347	0.2692867976
348	0.2686650019
349	0.2680767499
350	0.267817754
351	0.267138958
352	0.2668250707
353	0.2665456625
354	0.2661525103
355	0.2659110473
356	0.2656126573
357	0.265269793
358	0.2645707864
359	0.2641314543
360	0.2636267222
361	0.2632670953
362	0.2626996957
363	0.2623920074
364	0.2620290426
365	0.2616878289
366	0.2612499457
367	0.2609128218
368	0.2603807449
369	0.2599530954
370	0.2596132755
371	0.25918293
372	0.2588996887
373	0.2584471336
374	0.2579799065
375	0.257498246
376	0.2570227109
377	0.2566364728
378	0.2561916571
379	0.2558019528
380	0.2553845185
381	0.25497851
382	0.2546943151
383	0.2541962954
384	0.253883802
385	0.2534554555
386	0.253123045
387	0.2527824549
388	0.2523389963
389	0.25184591
390	0.2510973123
391	0.2507059758
392	0.2504828343
393	0.2500725159
394	0.249809852
395	0.2493863473
396	0.2486352187
397	0.2481292394
398	0.2476460383
399	0.2473418346
400	0.2468465658
401	0.2460908523
402	0.2457986612
403	0.2453181927
404	0.2450159696
405	0.2447107755
406	0.2442344886
407	0.2439027566
408	0.2434698252
409	0.2429200869
410	0.2424868437
411	0.2421735617
412	0.2418627189
413	0.2414737481
414	0.240971932
415	0.2404817068
416	0.2400351121
417	0.2397888257
418	0.2393448353
419	0.2389669418
420	0.2385087013
421	0.2380741926
422	0.2377215899
423	0.2373155814
424	0.2368761393
425	0.236578006
426	0.2363016239
427	0.2358755332
428	0.2355174652
429	0.2349257653
430	0.2343681409
431	0.2341110523
432	0.2336480251
433	0.2331685286
434	0.2329520629
435	0.232486248
436	0.231994959
437	0.2313669645
438	0.2310397258
439	0.2305010099
440	0.2301103885
441	0.2298046809
442	0.2292204453
443	0.228879195
444	0.2285841795
445	0.2282776833
446	0.2277898788
447	0.2272637074
448	0.2267082104
449	0.2262067061
450	0.2255505782
451	0.2252543523
452	0.2246888234
453	0.224328793
454	0.2238889841
455	0.2235586827
456	0.2229958131
457	0.2226464198
458	0.2222934136
459	0.2219510812
460	0.2216778535
461	0.2213549797
462	0.2207968052
463	0.2203903198
464	0.2201366975
465	0.2198560421
466	0.219461331
467	0.2191201173
468	0.2188315208
469	0.2185688386
470	0.2180674076
471	0.2176472774
472	0.2174643737
473	0.2170688372
474	0.2166911272
475	0.2163034036
476	0.215842082
477	0.215508406
478	0.2151671373
479	0.2147831917
480	0.2143723048
481	0.2140825345
482	0.2135950235
483	0.2134734117
484	0.2131521152
485	0.2128602541
486	0.2126564063
487	0.2122177894
488	0.2118383921
489	0.2116441727
490	0.2112987958
491	0.2108273506
492	0.2106017149
493	0.2103996277
494	0.2100834113
495	0.2097845078
496	0.2094070545
497	0.2091684525
498	0.2087616737
499	0.2083049554
500	0.2079670246
501	0.2077242044
502	0.2072740702
503	0.2069298304
504	0.2066201247
505	0.2063700236
506	0.2058838514
507	0.2054434189
508	0.2050510737
509	0.2047578922
510	0.2043268497
511	0.2041416535
512	0.2038550193
513	0.2035006743
514	0.2032065758
515	0.202936796
516	0.2028255463
517	0.2025393339
518	0.2023070409
519	0.2018248485
520	0.2016234031
521	0.2014734562
522	0.2011968539
523	0.2009098163
524	0.2006987608
525	0.2003997473
526	0.2002089941
527	0.1997415102
528	0.1995413854
529	0.1993212516
530	0.1988676878
531	0.1985846299
532	0.1982665796
533	0.197872602
534	0.1975370187
535	0.1973646787
536	0.1970060055
537	0.1965183111
538	0.195956707
539	0.1957373436
540	0.1955189888
541	0.1953351314
542	0.1950919812
543	0.1948084831
544	0.1946499531
545	0.1945068653
546	0.1941967561
547	0.1939154588
548	0.1936852198
549	0.1931941876
550	0.1928577973
551	0.1924012991
552	0.192163284
553	0.1918235192
554	0.1915650001
555	0.191218798
556	0.1908555398
557	0.1907385496
558	0.1903088826
559	0.1900070997
560	0.1897610884
561	0.1894544455
562	0.189223693
563	0.1888498526
564	0.1883864953
565	0.1883365008
566	0.1880476291
567	0.1876544586
568	0.1872759232
569	0.187030242
570	0.1868044963
571	0.1865561742
572	0.1864210092
573	0.1859112886
574	0.1856492849
575	0.1853839801
576	0.1850484701
577	0.184733024
578	0.1844121126
579	0.1839635922
580	0.1837663651
581	0.1835368963
582	0.1832053845
583	0.1829027579
584	0.1827827784
585	0.1826068071
586	0.1824841133
587	0.1823393015
588	0.1820934186
589	0.181916457
590	0.1815390954
591	0.1814266902
592	0.1812025584
593	0.1808605011
594	0.1806706649
595	0.1804005366
596	0.180222548
597	0.1800050369
598	0.1797913771
599	0.1795434218
600	0.1792797675
601	0.1790542786
602	0.1785090887
603	0.1782343204
604	0.1781027684
605	0.1777935578
606	0.1775173407
607	0.1771298555
608	0.1769664471
609	0.1766843979
610	0.1764502159
611	0.1761340912
612	0.1759203581
613	0.1755785575
614	0.1754215314
615	0.1752521442
616	0.1750292411
617	0.1747427904
618	0.1745510285
619	0.1742888964
620	0.1740833796
621	0.1738397525
622	0.1735883859
623	0.1732775615
624	0.1730903846
625	0.1729412812
626	0.1726308969
627	0.1724688273
628	0.1721617442
629	0.1719465623
630	0.1717429161
631	0.1714585561
632	0.1712418703
633	0.1709782527
634	0.170556692
635	0.1703100938
636	0.1699067446
637	0.1696159656
638	0.1694476238
639	0.1692368067
640	0.1690979554
641	0.1686930656
642	0.168339876
643	0.1680802565
644	0.1677998763
645	0.1677084703
646	0.1672244439
647	0.1669783959
648	0.1667646445
649	0.1665755785
650	0.1662923923
651	0.1661084615
652	0.1658959389
653	0.1656572819
654	0.1653422209
655	0.1651715866
656	0.1650543029
657	0.1649852533
658	0.1647138962
659	0.1645721656
660	0.1643670522
661	0.1641505498
662	0.1638313807
663	0.1636499625
664	0.163347501
665	0.1630447094
666	0.1627460993
667	0.1625721088
668	0.1623610166
669	0.1620162817
670	0.1616951502
671	0.1614891382
672	0.1613979156
673	0.1612577072
674	0.1610339421
675	0.1608713223
676	0.1606369936
677	0.1604541999
678	0.1603028774
679	0.1600931241
680	0.1599692198
681	0.1597365233
682	0.159347039
683	0.159311478
684	0.159134388
685	0.1590545728
686	0.1587562928
687	0.1585000478
688	0.1583813337
689	0.1581605581
690	0.1579045883
691	0.1577087916
692	0.1575894172
693	0.1572155586
694	0.1570251538
695	0.1567046092
696	0.1564273651
697	0.1562386293
698	0.1561369162
699	0.1560560006
700	0.1558806713
701	0.1555971182
702	0.1552470831
703	0.1550350006
704	0.1547904198
705	0.1546529623
706	0.1546195287
707	0.1544258961
708	0.1542249826
709	0.154040575
710	0.1539243185
711	0.1537241661
712	0.1535213727
713	0.153235949
714	0.1529248678
715	0.1527776718
716	0.152557208
717	0.152305869
718	0.1521005172
719	0.1519184113
720	0.1516070183
721	0.15137423
722	0.1511291999
723	0.1510470005
724	0.1508388703
725	0.1506906289
726	0.1503910927
727	0.1501208452
728	0.1498620418
729	0.1497343779
730	0.1495243769
731	0.149203704
732	0.1490125473
733	0.1488379974
734	0.1487061427
735	0.1483826362
736	0.1481567621
737	0.1479886495
738	0.1479027455
739	0.1477778325
740	0.1475287768
741	0.1472812249
742	0.1470237512
743	0.1468855234
744	0.1466338084
745	0.1465251813
746	0.1463061113
747	0.1460615672
748	0.145881607
749	0.1457486519
750	0.1454711144
751	0.1452647172
752	0.1451341831
753	0.144840864
754	0.1446554111
755	0.1445122224
756	0.1441075985
757	0.1438161685
758	0.1435618401
759	0.1431386929
760	0.1429399344
761	0.1426986823
762	0.1425724947
763	0.1423940475
764	0.142197664
765	0.142009515
766	0.1416992041
767	0.1415036
768	0.141448076
769	0.1412752683
770	0.1411236616
771	0.1409478921
772	0.1408670132
773	0.1406555451
774	0.1404121839
775	0.1403443813
776	0.1400572062
777	0.1398197137
778	0.1395712907
779	0.139248041
780	0.1391080343
781	0.1389071299
782	0.1387588794
783	0.1385352612
784	0.1383625361
785	0.1382260139
786	0.1381065479
787	0.137778218
788	0.1376486008
789	0.1374693009
790	0.1372946776
791	0.1371703606
792	0.1370156178
793	0.1368757395
794	0.1366560092
795	0.1364886577
796	0.1364096403
797	0.1362343201
798	0.1359223494
799	0.1357330542
800	0.1355865827
801	0.1354750487
802	0.1351685707
803	0.1350928728
804	0.1350218241
805	0.1347713654
806	0.1346339446
807	0.1345530748
808	0.1343761041
809	0.1341657914
810	0.1339748456
811	0.133830529
812	0.133570882
813	0.133359634
814	0.1331188404
815	0.1328882162
816	0.132625213
817	0.1323751486
818	0.1322431198
819	0.1320474515
820	0.1318709117
821	0.13174278
822	0.131484426
823	0.131390865
824	0.131249978
825	0.131131704
826	0.1309933112
827	0.1307705091
828	0.1305779861
829	0.1304534399
830	0.1302305735
831	0.1301427805
832	0.1300645425
833	0.1300024895
834	0.1299233987
835	0.1298211721
836	0.1295856788
837	0.1293603274
838	0.1292655835
839	0.1290937295
840	0.1288222625
841	0.1286323529
842	0.1284221319
843	0.1281995957
844	0.1279731164
845	0.1277534595
846	0.1276478217
847	0.1275498775
848	0.1274827627
849	0.1272831513
850	0.1270795052
851	0.1269311905
852	0.1268071211
853	0.1266692969
854	0.1265981381
855	0.126486925
856	0.1263202796
857	0.1261445376
858	0.1260388906
859	0.1259191311
860	0.1257442053
861	0.1256079215
862	0.125464201
863	0.1252518525
864	0.1251625098
865	0.1250374959
866	0.1248630744
867	0.1247638556
868	0.124638154
869	0.1245180644
870	0.1242962434
871	0.1241110655
872	0.1239164793
873	0.1236002812
874	0.1233603221
875	0.1231853137
876	0.1230850587
877	0.1229127004
878	0.1227566737
879	0.1226372719
880	0.1224988882
881	0.1221972245
882	0.122088524
883	0.1220169893
884	0.1218411281
885	0.121769144
886	0.12162977
887	0.121450736
888	0.1213412285
889	0.1213072997
890	0.1211214983
891	0.1208773576
892	0.1206764258
893	0.1204323035
894	0.1203235755
895	0.1200870826
896	0.1199496159
897	0.1198789431
898	0.1198661419
899	0.1197294639
900	0.1195793977
901	0.119440418
902	0.1193064726
903	0.1191294193
904	0.1189207389
905	0.1187133422
906	0.1186158107
907	0.1183676903
908	0.1182454916
909	0.1180877502
910	0.1179701365
911	0.1177172477
912	0.1174871646
913	0.1173417935
914	0.1170726006
915	0.1169325205
916	0.116757668
917	0.1166142959
918	0.1164220021
919	0.1163009497
920	0.116171681
921	0.1159023138
922	0.1157134129
923	0.1155855931
924	0.1155101703
925	0.1153601408
926	0.1152074337
927	0.1150949827
928	0.1149312258
929	0.1147970695
930	0.1146938984
931	0.1145855739
932	0.1144430546
933	0.1143493377
934	0.1141607578
935	0.1140447305
936	0.1139769462
937	0.1138158762
938	0.1137389036
939	0.113671367
940	0.1134865192
941	0.1133091175
942	0.1131015558
943	0.1129131959
944	0.1127342444
945	0.1126359701
946	0.1124547628
947	0.112352573
948	0.1121834241
949	0.1120816928
950	0.1118133527
951	0.1116696871
952	0.1115466906
953	0.1114288844
954	0.1113087031
955	0.1111181883
956	0.1109790802
957	0.1109506442
958	0.1108086934
959	0.1105689452
960	0.1104748799
961	0.1103444099
962	0.1101687963
963	0.1100949783
964	0.1099943014
965	0.1098172023
966	0.1095990951
967	0.1095021688
968	0.1093621254
969	0.1093171835
970	0.1092198262
971	0.1089817286
972	0.108823226
973	0.1087124073
974	0.1086233946
975	0.108609658
976	0.1083921469
977	0.1082692146
978	0.1080708412
979	0.1078729263
980	0.1077131033
981	0.1075355456
982	0.1073969878
983	0.1071947905
984	0.107029273
985	0.1069335387
986	0.106777778
987	0.1066090602
988	0.1064471098
989	0.1062904505
990	0.1060908483
991	0.1059931792
992	0.1058028294
993	0.105639852
994	0.105482184
995	0.1052988126
996	0.1052118265
997	0.1051049141
998	0.1049847603
999	0.1047985004
