iter	Logloss
531	0.08882186963
532	0.08862283597
533	0.08843300893
534	0.08825918344
535	0.08816737395
536	0.08805733461
537	0.08787256021
538	0.08775104009
539	0.08764397181
540	0.08736515045
541	0.08726293307
542	0.08720987577
543	0.08707671899
544	0.08690605714
545	0.08668121925
546	0.0865284663
547	0.08643227357
548	0.08633718124
549	0.08626331733
550	0.08599373927
551	0.08591222763
552	0.08567786217
553	0.08551947887
554	0.08525511852
555	0.08513018718
556	0.08491640825
557	0.08476625956
558	0.08463541361
559	0.08448120264
560	0.08425569534
561	0.08409971457
562	0.08392343154
563	0.08379532741
564	0.08367824554
565	0.08357855907
566	0.08342228486
567	0.08324245306
568	0.08302986622
569	0.08288379816
570	0.08274999949
571	0.08259468812
572	0.08249361698
573	0.08235944234
574	0.08220580908
575	0.08214213298
576	0.08201358869
577	0.08191016087
578	0.08181039187
579	0.08168039872
580	0.08141282889
581	0.08133983612
582	0.08123209843
583	0.08112922082
584	0.08107626438
585	0.0808977714
586	0.08072674274
587	0.08054153736
588	0.08040815133
589	0.08020565143
590	0.08007066983
591	0.07994844363
592	0.07977920312
593	0.07960001322
594	0.07942917714
595	0.07933049936
596	0.07907300729
597	0.07898788269
598	0.07885605555
599	0.07879298467
600	0.07868227592
601	0.07862602747
602	0.07847162393
603	0.07831134246
604	0.07816279851
605	0.07806777954
606	0.07795467744
607	0.07772828065
608	0.07757969086
609	0.07745181597
610	0.07733347783
611	0.07722717065
612	0.07710373402
613	0.07706563289
614	0.07695948161
615	0.07684736985
616	0.07661582415
617	0.07647530849
618	0.07633644801
619	0.07620308491
620	0.07608969395
621	0.07596278191
622	0.0758442787
623	0.07573053012
624	0.07559401714
625	0.07541827055
626	0.07533037204
627	0.07515340585
628	0.07503619102
629	0.07492510172
630	0.07474249601
631	0.07465224083
632	0.07455732731
633	0.07442532594
634	0.07433168246
635	0.07416384954
636	0.07404421385
637	0.07398963892
638	0.07392252409
639	0.07378175625
640	0.07362975524
641	0.07355460754
642	0.07341867685
643	0.07323061044
644	0.07308226365
645	0.0729061411
646	0.07278978825
647	0.07266014814
648	0.07251861004
649	0.07237797517
650	0.07225744541
651	0.07216821267
652	0.07206975038
653	0.07191302685
654	0.07176749064
655	0.07160261044
656	0.07144612074
657	0.07128141935
658	0.07116596974
659	0.07104318876
660	0.07092987116
661	0.07085489768
662	0.07076084614
663	0.07067044423
664	0.070585205
665	0.07045198862
666	0.07030498981
667	0.07020834318
668	0.07013272322
669	0.07006010642
670	0.06996141489
671	0.06985119673
672	0.06973506854
673	0.06963953605
674	0.06945946583
675	0.06934844072
676	0.06926481082
677	0.06912831618
678	0.06902990433
679	0.06888540433
680	0.0687964742
681	0.06868642569
682	0.06859292434
683	0.06852759765
684	0.06838080975
685	0.06830291565
686	0.06813410154
687	0.06805205345
688	0.06792977682
689	0.06779266779
690	0.06771149085
691	0.06758547746
692	0.06737671907
693	0.06729893501
694	0.06721279713
695	0.06712044661
696	0.06706437698
697	0.06696583675
698	0.0668605566
699	0.06676436388
700	0.066688964
701	0.06659217064
702	0.06648711516
703	0.06642354452
704	0.06639664907
705	0.06623215859
706	0.06614167874
707	0.06596921957
708	0.06585337107
709	0.06580663644
710	0.0657255833
711	0.06560498018
712	0.06550065371
713	0.06541666618
714	0.06534549823
715	0.06523519296
716	0.06514606109
717	0.06505153271
718	0.06493425369
719	0.06486718013
720	0.06477545775
721	0.06470261629
722	0.06462153105
723	0.0645380983
724	0.06440287828
725	0.06423239983
726	0.06417129131
727	0.06410143467
728	0.06405672202
729	0.06392584397
730	0.06386447411
731	0.06375144995
732	0.06363550516
733	0.0634907209
734	0.06333860067
735	0.06322331153
736	0.06311782965
737	0.06302563502
738	0.06292013022
739	0.06285517491
740	0.06279652394
741	0.06264527027
742	0.06258668349
743	0.06244002856
744	0.0623621528
745	0.06224793654
746	0.06209157063
747	0.06195490635
748	0.06189671847
749	0.06179237366
750	0.06167655725
751	0.06159243675
752	0.06145078402
753	0.06133997899
754	0.06120604735
755	0.0610905794
756	0.06101656877
757	0.06091766633
758	0.06080031395
759	0.06072013653
760	0.06064412227
761	0.0605189892
762	0.06041505704
763	0.06032535663
764	0.06022782051
765	0.06010958782
766	0.0599961831
767	0.05994777038
768	0.0599182294
769	0.05978197318
770	0.05969497791
771	0.05961250342
772	0.05954078528
773	0.05939519864
774	0.05930970265
775	0.05922177663
776	0.05914015953
777	0.05904767146
778	0.0589679342
779	0.05887094369
780	0.05881556181
781	0.05871630173
782	0.05860536832
783	0.05850758919
784	0.0584553526
785	0.05837161724
786	0.0583064602
787	0.05825620431
788	0.05819648046
789	0.05813087867
790	0.05800879919
791	0.05788654547
792	0.05778883971
793	0.05768555861
794	0.05758322202
795	0.05748300369
796	0.0574131608
797	0.05729121887
798	0.05719454472
799	0.05710329001
800	0.05700970613
801	0.05695025737
802	0.05692692903
803	0.05685598117
804	0.05678649132
805	0.05670547485
806	0.05660374348
807	0.05654239655
808	0.05648707427
809	0.05637382544
810	0.05626773834
811	0.05619890873
812	0.05613427437
813	0.05606005742
814	0.05600059949
815	0.05586778201
816	0.05579116711
817	0.05570448362
818	0.05562570462
819	0.05554980498
820	0.05547033823
821	0.05540526372
822	0.05532510006
823	0.0552616532
824	0.05519645948
825	0.05504554969
826	0.05498536733
827	0.05490682675
828	0.0547854717
829	0.05474276726
830	0.05460482377
831	0.054555572
832	0.05446814115
833	0.05438867899
834	0.05432299926
835	0.05420903976
836	0.05414322248
837	0.05409378272
838	0.05401270206
839	0.05393760021
840	0.05386949961
841	0.05379697451
842	0.05373249604
843	0.05365197934
844	0.05358325518
845	0.05352398524
846	0.05345413777
847	0.05337732572
848	0.05330527287
849	0.0532616331
850	0.05315965873
851	0.05309793582
852	0.05300857012
853	0.05293269341
854	0.05286985177
855	0.05279688193
856	0.0527362365
857	0.05269256005
858	0.05263924599
859	0.05257470333
860	0.05251260904
861	0.05244292663
862	0.05235485847
863	0.05228373638
864	0.05217649845
865	0.05210863627
866	0.05205551019
867	0.05193708493
868	0.05185159353
869	0.05177997626
870	0.05172451643
871	0.05167876757
872	0.05159673324
873	0.05151955898
874	0.05145989932
875	0.0513948844
876	0.05133656814
877	0.05126106739
878	0.05118449835
879	0.05111951094
880	0.05103683472
881	0.05096781254
882	0.05087361886
883	0.05079151117
884	0.05071772062
885	0.05066972512
886	0.05061162894
887	0.05054424359
888	0.05047230537
889	0.05041832649
890	0.05035614509
891	0.05033522844
892	0.0502550602
893	0.05019571689
894	0.05012399417
895	0.05004407351
896	0.04996019602
897	0.04990130204
898	0.04985219699
899	0.0498096301
900	0.04975714133
901	0.04968128755
902	0.04962936731
903	0.04956675493
904	0.04949203821
905	0.04943351562
906	0.049388184
907	0.04932745603
908	0.04923378963
909	0.04917590893
910	0.04909683191
911	0.04904631009
912	0.04900275285
913	0.04895546345
914	0.04884884449
915	0.04873560942
916	0.04867465679
917	0.0486170512
918	0.04852627791
919	0.04848877742
920	0.04844837922
921	0.04840688064
922	0.04835216816
923	0.04830169678
924	0.0482501571
925	0.048164817
926	0.04811106278
927	0.04806243915
928	0.04801657567
929	0.04796858017
930	0.04784766527
931	0.04779978899
932	0.0477167047
933	0.0476413736
934	0.04759915058
935	0.04753567622
936	0.04749990427
937	0.04744545313
938	0.04737883348
939	0.04731057699
940	0.04726130229
941	0.04718798857
942	0.04711086933
943	0.04705833472
944	0.04699766636
945	0.04693107422
946	0.04684855388
947	0.04680383664
948	0.04672983977
949	0.04668222941
950	0.04661821402
951	0.04654421715
952	0.04646274218
953	0.04636516479
954	0.04631844392
955	0.04623588232
956	0.04617049144
957	0.04604959488
958	0.04596993556
959	0.04588780036
960	0.04583463302
961	0.04577388213
962	0.04573481817
963	0.04561481109
964	0.04556427552
965	0.04551003529
966	0.04544583651
967	0.04540467262
968	0.04533674167
969	0.04527088312
970	0.04520932528
971	0.04515032585
972	0.04509559044
973	0.04503748509
974	0.04495726182
975	0.0448913941
976	0.04482315137
977	0.04477826449
978	0.04473254314
979	0.0446769641
980	0.04461947771
981	0.04454544874
982	0.04450260217
983	0.04446536761
984	0.04441620295
985	0.04432777258
986	0.04423427582
987	0.04419306608
988	0.04411650621
989	0.04405476038
990	0.04397500478
991	0.04388850927
992	0.04381916156
993	0.04376427027
994	0.04371273976
995	0.0436741618
996	0.04355267378
997	0.04348821823
998	0.04342917296
999	0.04336183805
