iter	Passed	Remaining
855	1103	185
856	1104	184
857	1105	183
858	1107	181
859	1108	180
860	1109	179
861	1111	177
862	1112	176
863	1113	175
864	1115	174
865	1116	172
866	1117	171
867	1119	170
868	1120	168
869	1121	167
870	1122	166
871	1124	164
872	1125	163
873	1126	162
874	1127	161
875	1128	159
876	1129	158
877	1131	157
878	1132	155
879	1134	154
880	1135	153
881	1136	152
882	1137	150
883	1138	149
884	1140	148
885	1141	146
886	1142	145
887	1143	144
888	1144	142
889	1146	141
890	1147	140
891	1148	139
892	1149	137
893	1151	136
894	1152	135
895	1154	133
896	1155	132
897	1157	131
898	1159	130
899	1160	128
900	1162	127
901	1163	126
902	1164	125
903	1166	123
904	1167	122
905	1168	121
906	1170	119
907	1171	118
908	1173	117
909	1174	116
910	1176	114
911	1177	113
912	1178	112
913	1180	111
914	1181	109
915	1183	108
916	1184	107
917	1186	105
918	1187	104
919	1188	103
920	1190	102
921	1191	100
922	1192	99
923	1194	98
924	1195	96
925	1196	95
926	1197	94
927	1198	93
928	1199	91
929	1200	90
930	1202	89
931	1203	87
932	1204	86
933	1205	85
934	1206	83
935	1208	82
936	1209	81
937	1210	80
938	1211	78
939	1212	77
940	1214	76
941	1215	74
942	1217	73
943	1218	72
944	1219	70
945	1220	69
946	1221	68
947	1223	67
948	1224	65
949	1225	64
950	1227	63
951	1228	61
952	1230	60
953	1231	59
954	1232	58
955	1234	56
956	1235	55
957	1236	54
958	1238	52
959	1239	51
960	1241	50
961	1242	49
962	1243	47
963	1244	46
964	1245	45
965	1247	43
966	1248	42
967	1249	41
968	1251	40
969	1252	38
970	1253	37
971	1254	36
972	1256	34
973	1257	33
974	1259	32
975	1260	31
976	1262	29
977	1263	28
978	1264	27
979	1265	25
980	1267	24
981	1268	23
982	1269	21
983	1270	20
984	1272	19
985	1273	18
986	1274	16
987	1276	15
988	1277	14
989	1278	12
990	1279	11
991	1280	10
992	1281	9
993	1282	7
994	1283	6
995	1285	5
996	1286	3
997	1287	2
998	1289	1
999	1290	0
