iter	Logloss
219	0.1655069131
220	0.1649312973
221	0.1642239644
222	0.1637553802
223	0.1635345312
224	0.1631631851
225	0.1624949529
226	0.1621328867
227	0.1615155293
228	0.1611328125
229	0.1605357757
230	0.1601254757
231	0.1596154433
232	0.1591511873
233	0.1588518986
234	0.1584282105
235	0.157991611
236	0.1574676587
237	0.1571387144
238	0.1566593464
239	0.1561051149
240	0.1556365673
241	0.1551354482
242	0.154859066
243	0.1544909477
244	0.1540142573
245	0.1534483433
246	0.1529410894
247	0.1525103496
248	0.1522036149
249	0.1519059034
250	0.1513718458
251	0.1506301531
252	0.150249958
253	0.1497928638
254	0.1494307701
255	0.1490345093
256	0.1485411754
257	0.1482008787
258	0.1478672303
259	0.1475378092
260	0.1470090884
261	0.1466473616
262	0.1461775486
263	0.1458222866
264	0.1452752994
265	0.1450073719
266	0.1447757391
267	0.1444122058
268	0.143929995
269	0.1434846566
270	0.1432376183
271	0.1426860369
272	0.1422673189
273	0.1417289514
274	0.141407233
275	0.1410422967
276	0.140821622
277	0.1403757884
278	0.1399494685
279	0.1396534626
280	0.1392213198
281	0.138932008
282	0.1385461
283	0.1380862548
284	0.137769314
285	0.1372918532
286	0.1369143266
287	0.1365680695
288	0.136145766
289	0.1356700475
290	0.1353019934
291	0.1349616142
292	0.1346466816
293	0.1344005695
294	0.1341315324
295	0.133828695
296	0.133506078
297	0.1330679747
298	0.1327947653
299	0.1323326184
300	0.1320181168
301	0.1317643752
302	0.1314702217
303	0.1311508876
304	0.1307388727
305	0.1302551031
306	0.1299744386
307	0.1296129777
308	0.1292982652
309	0.1289639106
310	0.1287513146
311	0.1285098883
312	0.1281535075
313	0.127589345
314	0.127264463
315	0.1269905292
316	0.1267043902
317	0.1264747473
318	0.1261372383
319	0.1259066875
320	0.1255621727
321	0.1253362252
322	0.1249646224
323	0.1245974027
324	0.1242120724
325	0.1239499587
326	0.1236273509
327	0.1233906746
328	0.1232232681
329	0.1231146042
330	0.1228653468
331	0.122560116
332	0.1223037793
333	0.1220470392
334	0.1219294621
335	0.1216468261
336	0.1212771672
337	0.1210838098
338	0.120890434
339	0.1207563602
340	0.1205173456
341	0.1202798623
342	0.119972715
343	0.1197498762
344	0.1194407023
345	0.1191190756
346	0.1189198311
347	0.1186572588
348	0.1184739241
349	0.1182593107
350	0.1180625787
351	0.1177930098
352	0.1175713539
353	0.117356603
354	0.1171214214
355	0.1167989694
356	0.1166063547
357	0.1162984555
358	0.1161557161
359	0.1159436886
360	0.1157275347
361	0.1153461108
362	0.1151415385
363	0.1148765637
364	0.1146445825
365	0.1145189267
366	0.1141102039
367	0.1138657698
368	0.1135881497
369	0.113391647
370	0.1131363098
371	0.1129502425
372	0.1127098615
373	0.1123425961
374	0.1122028828
375	0.1118189188
376	0.1116031042
377	0.1113693531
378	0.1111547213
379	0.1109855267
380	0.1108138928
381	0.1107284289
382	0.1105926129
383	0.1103884165
384	0.1102307393
385	0.1100109907
386	0.1095243417
387	0.1092925989
388	0.108967937
389	0.1087532043
390	0.1086083742
391	0.1082987143
392	0.1080745734
393	0.1078047386
394	0.1076075114
395	0.1073839848
396	0.1072076101
397	0.1070765899
398	0.1069470185
399	0.1068231693
400	0.1066242823
401	0.1062663427
402	0.1059868886
403	0.1058197388
404	0.1056918731
405	0.1054720512
406	0.105318748
407	0.1051402092
408	0.1049966262
409	0.1048177756
410	0.1046933944
411	0.1045084917
412	0.1041679382
413	0.103961266
414	0.1035647025
415	0.103336756
416	0.1031130552
417	0.1028166734
418	0.1025598966
419	0.1023444212
420	0.1020923761
421	0.1019082528
422	0.1017177655
423	0.101518255
424	0.1013705272
425	0.1011144565
426	0.1009454269
427	0.1007375075
428	0.1005746676
429	0.1003979169
430	0.1002547374
431	0.1000864047
432	0.09984179643
433	0.099566478
434	0.09944044627
435	0.09930187922
436	0.09913594906
437	0.09904467143
438	0.09886340912
439	0.09866349514
440	0.09830063123
441	0.09802854061
442	0.09790625939
443	0.09778630733
444	0.09763924892
445	0.0975352434
446	0.09736781854
447	0.09713547046
448	0.09698860462
449	0.0967235932
450	0.09651124477
451	0.09630911167
452	0.09613867906
453	0.09604905202
454	0.09597188693
455	0.09571422063
456	0.09557826702
457	0.09549287649
458	0.095276154
459	0.09509980679
460	0.0949419095
461	0.09476075723
462	0.09469483449
463	0.09454921576
464	0.09444968517
465	0.0943611035
466	0.09418084071
467	0.09410375815
468	0.09396200914
469	0.09382311197
470	0.09372806549
471	0.09360067661
472	0.09339576501
473	0.09320554366
474	0.09299711998
475	0.09287293141
476	0.09277457457
477	0.09261408219
478	0.09248750026
479	0.09233500407
480	0.0920256468
481	0.0918467595
482	0.09175738922
483	0.09163985803
484	0.09153787906
485	0.09138950935
486	0.09125076807
487	0.09111839074
488	0.0909073903
489	0.09077653518
490	0.09057777662
491	0.09040956314
492	0.09030466813
493	0.09014597306
494	0.08996019914
495	0.08982831698
496	0.08965600454
497	0.08945194575
498	0.0893360193
499	0.08920911642
500	0.08907650067
501	0.08891428434
502	0.08875085757
503	0.08851693227
504	0.08839058876
505	0.08832531709
506	0.08819093154
507	0.08801386907
508	0.08790907493
509	0.08778661031
510	0.08765256405
511	0.08739275199
512	0.08713847857
513	0.08696653293
514	0.08685008379
515	0.08670168657
516	0.08663271941
517	0.08645961835
518	0.08635198153
519	0.08622102554
520	0.08614600622
521	0.08607801107
522	0.08595990218
523	0.08574360151
524	0.08548984161
525	0.0853178226
526	0.08516124579
527	0.08505841402
528	0.08495479364
529	0.08482206785
530	0.08474905674
531	0.08458163188
532	0.08442676984
533	0.08431386948
534	0.08421202806
535	0.08407177375
536	0.08387721502
537	0.08369781421
538	0.08359322181
539	0.0834257511
540	0.08333220849
541	0.08319744697
542	0.08301587288
543	0.08290512745
544	0.08277396055
545	0.08263904315
546	0.08242662136
547	0.08227655521
548	0.08219968356
549	0.08213886848
550	0.08205751272
551	0.08190755661
552	0.0817702
553	0.08158584741
554	0.08140079792
555	0.08119240174
556	0.08108192224
557	0.08096905855
558	0.08082980376
559	0.08063416298
560	0.08053397215
561	0.08041792649
562	0.08036241165
563	0.08025793846
564	0.0800948143
565	0.07997568754
566	0.07984772095
567	0.07977211475
568	0.07970691644
569	0.0796249463
570	0.07950215156
571	0.07940899409
572	0.0792119503
573	0.0791594432
574	0.07908999003
575	0.07899532868
576	0.07890570164
577	0.07876882186
578	0.07869979051
579	0.07860196554
580	0.07845605337
581	0.07831242451
582	0.07813188663
583	0.07802873391
584	0.07788395882
585	0.07766366005
586	0.07763207876
587	0.07749469464
588	0.07738338067
589	0.07727809136
590	0.07713108796
591	0.07695059593
592	0.07675491847
593	0.07664409051
594	0.07652281798
595	0.07643126524
596	0.07635496213
597	0.07614989923
598	0.07597111739
599	0.07582510435
600	0.07572121345
601	0.07563025676
602	0.0755707484
603	0.07537270509
604	0.07526779175
605	0.07519756372
606	0.07512365855
607	0.07495776048
608	0.07484476383
609	0.07473964416
610	0.07466489077
611	0.07455793711
612	0.07446347292
613	0.07427404477
614	0.0741562018
615	0.07401818954
616	0.07383972865
617	0.0737966941
618	0.07371792426
619	0.07366752166
620	0.0735706366
621	0.0735310637
622	0.07345583347
623	0.07331896745
624	0.07314528869
625	0.07301264084
626	0.07295005597
627	0.07286917246
628	0.07276079288
629	0.07266035447
630	0.072577935
631	0.07246204064
632	0.0723514832
633	0.07230734367
634	0.07219102749
635	0.07208464237
636	0.07197362643
637	0.07191879933
638	0.07188802499
639	0.07179218989
640	0.07171376852
641	0.07161043699
642	0.07144879836
643	0.07135554002
644	0.07120044415
645	0.07110797442
646	0.07102324871
647	0.07091821157
648	0.07083604886
649	0.07077204723
650	0.07058684184
651	0.07049664167
652	0.07043237411
653	0.07034396208
654	0.07027430718
655	0.07016358009
656	0.07007967509
657	0.06993786647
658	0.06983697414
659	0.06975504068
660	0.06970722859
661	0.06961589593
662	0.06959648774
663	0.06953501243
664	0.06948622832
665	0.06944993826
666	0.06935883485
667	0.06925484767
668	0.06917386789
669	0.0690460847
670	0.0689679751
671	0.06891472523
672	0.06887134222
673	0.06871204651
674	0.06862206642
675	0.06851705221
676	0.06842764524
677	0.06830272766
678	0.06823118375
679	0.06809215821
680	0.06800014698
681	0.0678879206
682	0.06780941211
683	0.06768521896
684	0.06752192516
685	0.0674522244
686	0.06738949281
687	0.06730743096
688	0.06723379172
689	0.0671522113
690	0.06704332278
691	0.0669836677
692	0.06693879916
693	0.06686886916
694	0.06678968668
695	0.06668265049
696	0.06663977183
697	0.06656393638
698	0.06651733472
699	0.0664842679
700	0.06632847969
701	0.06624473517
702	0.06614327889
703	0.06608132674
704	0.066028219
705	0.06590498411
706	0.06581091881
707	0.06567073327
708	0.06557863492
709	0.06552583438
710	0.06548688045
711	0.06542765636
712	0.06534760732
713	0.06522224041
714	0.06510945467
715	0.06495696306
716	0.0649020626
717	0.06477033175
718	0.06469562879
719	0.0645875564
720	0.06452690638
721	0.06444002115
722	0.06429588336
723	0.06421955732
724	0.06413439145
725	0.06406156833
726	0.06398316989
727	0.06390818266
728	0.06384911904
729	0.06372807576
730	0.06369721889
731	0.06363677979
732	0.06355535526
733	0.06346721833
734	0.06331812418
735	0.06319264724
736	0.0630658865
737	0.0629569934
738	0.06285449175
739	0.06278822055
740	0.06274876228
741	0.06265856669
742	0.06263326682
743	0.06250234751
744	0.06244028532
745	0.06233228628
746	0.06223744612
747	0.06213735617
748	0.06207113083
749	0.06198062805
750	0.06191720412
751	0.0618103926
752	0.06173841311
753	0.06167634634
754	0.06162871764
755	0.06155243745
756	0.06147957765
757	0.06138092738
758	0.06132484399
759	0.06120289748
760	0.0611338753
761	0.06110085891
762	0.06101817351
763	0.06097897199
764	0.06090369591
765	0.06085182153
766	0.06080641196
767	0.06075610564
768	0.06066935796
769	0.06062586491
770	0.06056043735
771	0.060469499
772	0.06043134286
773	0.06038570404
774	0.06031018037
775	0.06017117775
776	0.06013455299
777	0.06006349509
778	0.05998993837
779	0.05990884854
780	0.05983301768
781	0.05973433531
782	0.0596861931
783	0.05956477385
784	0.05948472023
785	0.05945520218
786	0.05939590014
787	0.05935452076
788	0.05925319745
789	0.05915230054
790	0.05909499297
791	0.05889535867
792	0.05883299387
793	0.05876337565
794	0.05873337159
795	0.05866112617
796	0.05863822423
797	0.05852089937
798	0.05843897966
799	0.0583723004
800	0.05826195845
801	0.05822342634
802	0.05817046074
803	0.05808597345
804	0.0580246907
805	0.05793260153
806	0.05785650473
807	0.05779375938
808	0.05766639343
809	0.05759407007
810	0.05752062798
811	0.05742324774
812	0.05735482161
813	0.05725448865
814	0.05720058771
815	0.0571747193
816	0.05709504164
817	0.05698204041
818	0.05688909842
819	0.05681780668
820	0.05675789943
821	0.05672728557
822	0.05667929466
823	0.05656463825
824	0.05652959072
825	0.05648212249
826	0.056451825
827	0.05638200045
828	0.05631949351
829	0.05629861813
830	0.05616845076
831	0.05614412748
832	0.05604460148
833	0.05595266361
834	0.05592039457
835	0.05586149142
836	0.05582930492
837	0.05577742136
838	0.05571643664
839	0.05567576335
840	0.0555933072
841	0.05555286774
842	0.0554657716
843	0.05542662511
844	0.05538925758
845	0.05534704373
846	0.05522666528
847	0.05514812469
848	0.05510670405
849	0.05499764589
850	0.05493902702
851	0.05488006885
852	0.05484557152
853	0.05477663645
854	0.05474589421
855	0.05469035644
856	0.05462469963
857	0.05455870812
858	0.05442393285
859	0.05436322322
860	0.05428479268
861	0.05424061188
862	0.05419887029
863	0.05413012321
864	0.05404837315
865	0.05398041468
866	0.05392911801
867	0.05379237578
868	0.05375657632
869	0.05368417501
870	0.05362296104
871	0.0535369653
872	0.05348064349
873	0.05344015818
874	0.05341814114
875	0.05331583665
876	0.05326277476
877	0.05318750785
878	0.0531269587
879	0.05309015971
880	0.0530608709
881	0.05297059279
882	0.05293584328
883	0.05289876461
884	0.0528408885
885	0.05277573145
886	0.05271179859
887	0.05262941581
888	0.05260614248
889	0.05255374542
890	0.05248943659
891	0.05236715537
892	0.05232628034
893	0.05225868867
894	0.05218298619
895	0.05212296889
896	0.05208627536
897	0.05203283292
898	0.05200622632
899	0.05190607218
900	0.05186061676
901	0.05180280025
902	0.05175269567
903	0.05174079308
904	0.05164677363
905	0.05158992914
906	0.05154675704
907	0.05143039043
908	0.05137845186
909	0.05133816829
910	0.05125475847
911	0.05117280667
912	0.05114837793
913	0.05111853434
914	0.05104898489
915	0.05097159056
916	0.05086855705
917	0.05079866373
918	0.05077839356
919	0.05068312241
920	0.05062674559
921	0.05055512832
922	0.05052327193
923	0.05042270514
924	0.05036468689
925	0.05031967163
926	0.05027390443
927	0.0502440746
928	0.05022180539
929	0.05018103123
930	0.05012825361
931	0.05010819894
932	0.05007584278
933	0.04996757324
934	0.04993018737
935	0.04985299477
936	0.04977159775
937	0.04971320813
938	0.04966792235
939	0.04963603387
940	0.0496106698
941	0.04954820413
942	0.04950065796
943	0.04944461126
944	0.04938448851
945	0.04933982171
946	0.04925385805
947	0.04918454702
948	0.04906580998
949	0.04901683789
950	0.04890976961
951	0.04888576728
952	0.0488068599
953	0.04875117999
954	0.04872699426
955	0.04865084703
956	0.04858875275
957	0.04856237998
958	0.04852308677
959	0.04848190454
960	0.04840819652
961	0.04835352072
962	0.04831374609
963	0.04829585552
964	0.0482535133
965	0.04821819984
966	0.04816743961
967	0.04813252504
968	0.04809153538
969	0.04804390669
970	0.04800185332
971	0.04791143307
972	0.04786209418
973	0.04782532729
974	0.0477994497
975	0.04775244456
976	0.04770775025
977	0.0476763386
978	0.04762495481
979	0.04757198004
980	0.04750833145
981	0.04745221138
982	0.04738429418
983	0.04733123229
984	0.0472708482
985	0.0472190105
986	0.04718668186
987	0.04714018565
988	0.04706434103
989	0.04700405323
990	0.04695525078
991	0.04692129905
992	0.04685184589
993	0.04683332718
994	0.04677865597
995	0.04671433797
996	0.04665994186
997	0.04662816341
998	0.04654119106
999	0.0465084406
